M DIAS BRANCO - MS - 07206816000115
ROD. BR-116, S/N KM 18 - JABUTI     
61766-650 CE EUSEBIO
N° Cliente: 105330716

Período de Referência: 23/04/2023 a 22/05/2023
Data de Vencimento: 15/07/2023 - Filtro:   - (Todos)
Valor: R$ 158,02
Nota Fiscal Claro:018803304/052023:B23 ICMS: Aliquota: 29,00 Base de Calculo: 110,89 Valor Imposto: 32,16
Nota Fiscal Claro:018803304/052023:B23 PIS: Aliquota: 3,00 Base de Calculo: 78,72 Valor Imposto: 2,36
Nota Fiscal Claro:018803304/052023:B23 PIS: Aliquota: 0,65 Base de Calculo: 78,72 Valor Imposto: 0,51
Nota Fiscal Claro:018803304/052023:B23 PIS: Aliquota: 1,65 Base de Calculo: 47,13 Valor Imposto: 0,79
Nota Fiscal Claro:018803304/052023:B23 PIS: Aliquota: 7,60 Base de Calculo: 47,13 Valor Imposto: 3,60
Nota Fiscal Claro:020081348/052023 Documento Financeiro: Aliquota: 0,00 Base de Calculo: 0,00 Valor Imposto: 47,13

Identificação para débito automático: 103674940

Tel;Seção;Data;Hora;Origem(UF)-Destino;Número;Duração/Quantidade;Tarifa;Valor;Valor Cobrado;Nome;CC;Matrícula;Sub-Seção;Tipo Imposto;Descrição;Cargo;Nome Local Origem;Nome Local Destino;Código Local Origem;Código Local Destino
67 99109-7701;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,17;1,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99273-3001;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,17;1,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99273-3001;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,17;1,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99109-7701;PJ Internet Corp Ilimitado 300MB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,06;1,06;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99296-2169;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,11;1,11;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99245-3565;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
67 99296-2169;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,4;11,4;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
67 99245-3565;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;30,85;30,85;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99245-3565;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,17;1,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99109-7701;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
67 99245-3565;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,17;1,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99273-3001;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,37;2,37;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99109-7701;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,17;1,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99296-2169;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,11;1,11;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99273-3001;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;30,85;30,85;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
67 99273-3001;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
67 99109-7701;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,37;2,37;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
